player,playerId,teamId,position,positionSource,primaryArchetype,archetypeConfidence,secondaryArchetype,rawDRBL,posteriorDRBL,posteriorReliability,calibrationIntercept,calibrationSlope,finalAbilityDRBL100,actualOnCourtPossessions,replacementLevelDRBL100,aboveReplacementRate,pointsPerWin,DRBL_WAA,DRBL_WAR,oldDisplayedWAR,newDisplayedWAR,warChange,oldRank,newAbilityRank,newWaaRank,newWarRank,modelVersion,calibrationVersion,replacementVersion,warFormulaVersion
JD Davison,1631120,1610612738,UNKNOWN,unavailable,finisher,0.4767,creator,-4.7024,-1.5032,0.6289,0,5.835417,-8.771798,339,-1.488615,-7.283183,38.714286,-0.768099,-0.637749,-0.53,-0.637749,-0.107749,425,544,344,421,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ronald Holland II,1641842,1610612765,UNKNOWN,unavailable,finisher,0.7946,creator,-0.3028,-0.3277,0.9639,0,5.835417,-1.912266,5334,-1.488615,-0.423651,38.714286,-2.634693,-0.583701,-0.54,-0.583701,-0.043701,426,374,443,416,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Hunter Tyson,1641816,1610612743,UNKNOWN,unavailable,finisher,0.8349,creator,-1.019,-1.3763,0.888,0,5.835417,-8.031284,1585,-1.488615,-6.542669,38.714286,-3.288085,-2.678632,-0.54,-2.678632,-2.138632,427,541,464,489,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Joe Ingles,204060,1610612750,UNKNOWN,unavailable,creator,0.6049,connector,-3.4862,-0.7777,0.7006,0,5.835417,-4.538203,468,-1.488615,-3.049589,38.714286,-0.548603,-0.368651,-0.54,-0.368651,0.171349,428,481,321,397,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
DeAndre Jordan,201599,1610612743,UNKNOWN,unavailable,finisher,0.8355,creator,-0.5799,-0.4671,0.9342,0,5.835417,-2.725723,2840,-1.488615,-1.237108,38.714286,-1.999534,-0.907517,-0.55,-0.907517,-0.357517,429,417,421,436,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jalen Suggs,1630591,1610612753,UNKNOWN,unavailable,finisher,0.589,creator,-0.4138,0.0557,0.953,0,5.835417,0.325033,4056,-1.488615,1.813647,38.714286,0.340529,1.900114,-0.56,1.900114,2.460114,430,210,190,183,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Pat Connaughton,1626192,1610612749,UNKNOWN,unavailable,finisher,0.8196,creator,-0.719,-0.7027,0.9246,0,5.835417,-4.100547,2454,-1.488615,-2.611932,38.714286,-2.599232,-1.655637,-0.59,-1.655637,-1.065637,431,468,442,468,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jaylen Brown,1627759,1610612738,UNKNOWN,unavailable,finisher,0.8112,creator,-0.2029,-0.1956,0.9778,0,5.835417,-1.141407,8799,-1.488615,0.347207,38.714286,-2.594196,0.789134,-0.6,0.789134,1.389134,432,315,441,247,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Mo Bamba,1628964,1610612746,UNKNOWN,unavailable,finisher,0.7771,creator,-1.1025,-0.5706,0.8916,0,5.835417,-3.329689,1645,-1.488615,-1.841074,38.714286,-1.414811,-0.782287,-0.6,-0.782287,-0.182287,433,442,392,427,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tyrese Martin,1631213,1610612751,UNKNOWN,unavailable,finisher,0.805,creator,-0.3429,-0.3565,0.9636,0,5.835417,-2.080326,5298,-1.488615,-0.591711,38.714286,-2.846899,-0.809749,-0.61,-0.809749,-0.199749,434,388,451,428,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ryan Dunn,1642346,1610612756,UNKNOWN,unavailable,finisher,0.8059,creator,-0.3262,-0.3091,0.9658,0,5.835417,-1.803727,5655,-1.488615,-0.315112,38.714286,-2.634706,-0.460285,-0.61,-0.460285,0.149715,435,366,444,406,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Max Christie,1631108,1610612747,UNKNOWN,unavailable,finisher,0.78,creator,-0.2143,0.1955,0.9776,0,5.835417,1.140824,8740,-1.488615,2.629439,38.714286,2.575484,5.936128,-0.62,5.936128,6.556128,436,162,99,77,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Dario Šarić,203967,1610612743,UNKNOWN,unavailable,creator,0.4481,finisher,-2.2623,-1.2721,0.8102,0,5.835417,-7.423233,854,-1.488615,-5.934619,38.714286,-1.637494,-1.30912,-0.64,-1.30912,-0.66912,437,533,401,453,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Devin Booker,1626164,1610612756,UNKNOWN,unavailable,finisher,0.7544,creator,-0.1727,-0.0295,0.9828,0,5.835417,-0.172145,11430,-1.488615,1.31647,38.714286,-0.50824,3.886744,-0.66,3.886744,4.546744,438,248,317,128,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bronny James,1642355,1610612747,UNKNOWN,unavailable,finisher,0.4497,defender,-2.7841,-1.3292,0.7819,0,5.835417,-7.756436,717,-1.488615,-6.267821,38.714286,-1.436515,-1.160819,-0.67,-1.160819,-0.490819,439,539,393,445,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Trey Alexander,1641725,1610612743,UNKNOWN,unavailable,creator,0.8683,defender,-4.1035,-1.0704,0.7089,0,5.835417,-6.24623,487,-1.488615,-4.757615,38.714286,-0.785734,-0.598476,-0.67,-0.598476,0.071524,440,518,348,419,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Markieff Morris,202693,1610612742,UNKNOWN,unavailable,creator,0.7491,connector,-3.1584,-1.7636,0.7602,0,5.835417,-10.291341,634,-1.488615,-8.802726,38.714286,-1.685349,-1.441568,-0.67,-1.441568,-0.771568,441,553,403,458,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Deandre Ayton,1629028,1610612757,UNKNOWN,unavailable,finisher,0.8883,creator,-0.4043,-0.9878,0.9612,0,5.835417,-5.764225,4954,-1.488615,-4.27561,38.714286,-7.37608,-5.471203,-0.67,-5.471203,-4.801203,442,508,518,522,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Olivier-Maxence Prosper,1641765,1610612742,UNKNOWN,unavailable,creator,0.8599,defender,-0.8474,-0.581,0.9222,0,5.835417,-3.390377,2370,-1.488615,-1.901762,38.714286,-2.075511,-1.164215,-0.67,-1.164215,-0.494215,443,444,424,446,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Drew Eubanks,1629234,1610612762,UNKNOWN,unavailable,finisher,0.7872,creator,-0.6742,-0.3004,0.9389,0,5.835417,-1.752959,3072,-1.488615,-0.264344,38.714286,-1.390983,-0.209759,-0.69,-0.209759,0.480241,444,363,390,380,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Georges Niang,1627777,1610612739,UNKNOWN,unavailable,finisher,0.9076,creator,-0.2891,0.1654,0.9729,0,5.835417,0.965178,7167,-1.488615,2.453793,38.714286,1.78679,4.542595,-0.69,4.542595,5.232595,445,169,123,107,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Craig Porter Jr.,1641854,1610612739,UNKNOWN,unavailable,finisher,0.8827,creator,-1.0023,-0.7294,0.9118,0,5.835417,-4.256353,2067,-1.488615,-2.767738,38.714286,-2.272515,-1.477727,-0.69,-1.477727,-0.787727,446,473,434,461,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Blake Wesley,1631104,1610612759,UNKNOWN,unavailable,finisher,0.3547,defender,-0.7801,-0.484,0.9307,0,5.835417,-2.824342,2687,-1.488615,-1.335727,38.714286,-1.96026,-0.927073,-0.7,-0.927073,-0.227073,447,420,419,438,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Steven Adams,203500,1610612745,UNKNOWN,unavailable,finisher,0.6088,creator,-0.6527,-0.3014,0.9419,0,5.835417,-1.758795,3240,-1.488615,-0.27018,38.714286,-1.471936,-0.226114,-0.7,-0.226114,0.473886,448,364,394,382,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jordan Miller,1641757,1610612746,UNKNOWN,unavailable,finisher,0.518,creator,-1.2773,-0.304,0.894,0,5.835417,-1.773967,1687,-1.488615,-0.285352,38.714286,-0.773017,-0.124344,-0.72,-0.124344,0.595656,449,365,345,368,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Trey Jemison,1641998,1610612740,UNKNOWN,unavailable,finisher,0.7723,creator,-1.4129,-0.8932,0.8844,0,5.835417,-5.212194,1530,-1.488615,-3.723579,38.714286,-2.059875,-1.47157,-0.72,-1.47157,-0.75157,450,495,423,460,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Wendell Carter Jr.,1628976,1610612753,UNKNOWN,unavailable,finisher,0.622,creator,-0.3043,-0.2626,0.9727,0,5.835417,-1.53238,7120,-1.488615,-0.043766,38.714286,-2.818223,-0.08049,-0.72,-0.08049,0.63951,451,347,449,360,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Luke Travers,1631247,1610612739,UNKNOWN,unavailable,creator,0.9399,connector,-6.2775,-1.2814,0.6344,0,5.835417,-7.477503,347,-1.488615,-5.988888,38.714286,-0.670216,-0.53679,-0.73,-0.53679,0.19321,452,536,332,412,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Simone Fontecchio,1631323,1610612765,UNKNOWN,unavailable,finisher,0.6826,creator,-0.4147,-0.6939,0.9638,0,5.835417,-4.049196,5324,-1.488615,-2.560581,38.714286,-5.568466,-3.521318,-0.74,-3.521318,-2.781318,453,464,501,501,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kessler Edwards,1630556,1610612742,UNKNOWN,unavailable,finisher,0.8504,creator,-0.8792,-0.9363,0.927,0,5.835417,-5.463701,2540,-1.488615,-3.975086,38.714286,-3.584671,-2.608008,-0.74,-2.608008,-1.868008,454,498,473,487,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Guerschon Yabusele,1627824,1610612755,UNKNOWN,unavailable,finisher,0.776,creator,-0.2967,-0.2436,0.9743,0,5.835417,-1.421507,7585,-1.488615,0.067107,38.714286,-2.785053,0.131478,-0.75,0.131478,0.881478,455,338,448,302,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bruce Brown,1628971,1610612761,UNKNOWN,unavailable,finisher,0.7468,creator,-0.5941,-0.209,0.95,0,5.835417,-1.219602,3799,-1.488615,0.269013,38.714286,-1.196785,0.26398,-0.75,0.26398,1.01398,456,321,378,284,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Isaiah Hartenstein,1628392,1610612760,UNKNOWN,unavailable,finisher,0.8358,creator,-0.3514,-0.5432,0.9701,0,5.835417,-3.169798,6484,-1.488615,-1.681184,38.714286,-5.308886,-2.815703,-0.76,-2.815703,-2.055703,457,437,497,491,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
DaQuan Jeffries,1629610,1610612766,UNKNOWN,unavailable,finisher,0.8013,creator,-0.5328,-0.2867,0.9557,0,5.835417,-1.673014,4315,-1.488615,-0.184399,38.714286,-1.864701,-0.205527,-0.77,-0.205527,0.564473,458,358,411,379,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bogdan Bogdanović,203992,1610612737,UNKNOWN,unavailable,finisher,0.8435,creator,-0.4342,-0.7524,0.9647,0,5.835417,-4.390567,5461,-1.488615,-2.901953,38.714286,-6.193292,-4.093467,-0.79,-4.093467,-3.303467,459,476,509,507,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Andre Drummond,203083,1610612755,UNKNOWN,unavailable,creator,0.5403,finisher,-0.7796,-0.2815,0.9385,0,5.835417,-1.64267,3050,-1.488615,-0.154055,38.714286,-1.294133,-0.121368,-0.79,-0.121368,0.668632,460,354,383,367,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Justin Edwards,1642348,1610612755,UNKNOWN,unavailable,finisher,0.8407,creator,-0.5224,-0.1821,0.9586,0,5.835417,-1.062629,4636,-1.488615,0.425985,38.714286,-1.272489,0.510114,-0.81,0.510114,1.320114,461,310,380,259,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ariel Hukporti,1630574,1610612752,UNKNOWN,unavailable,finisher,0.7992,creator,-2.8002,-1.2776,0.8138,0,5.835417,-7.455328,874,-1.488615,-5.966713,38.714286,-1.683088,-1.347024,-0.82,-1.347024,-0.527024,462,534,402,456,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Zaccharie Risacher,1642258,1610612737,UNKNOWN,unavailable,finisher,0.8171,creator,-0.3183,-0.1755,0.9752,0,5.835417,-1.024116,7854,-1.488615,0.464499,38.714286,-2.077632,0.942333,-0.83,0.942333,1.772333,463,309,425,234,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Gabe Vincent,1629216,1610612747,UNKNOWN,unavailable,finisher,0.843,creator,-0.407,-0.5716,0.9688,0,5.835417,-3.335524,6205,-1.488615,-1.846909,38.714286,-5.34607,-2.960166,-0.84,-2.960166,-2.120166,464,443,498,496,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Peyton Watson,1631212,1610612743,UNKNOWN,unavailable,finisher,0.7806,creator,-0.366,-0.282,0.9725,0,5.835417,-1.645587,7060,-1.488615,-0.156973,38.714286,-3.00092,-0.286258,-0.86,-0.286258,0.573742,465,355,455,389,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jalen Wilson,1630592,1610612751,UNKNOWN,unavailable,finisher,0.7431,creator,-0.3238,-0.2537,0.9758,0,5.835417,-1.480445,8064,-1.488615,0.00817,38.714286,-3.083696,0.017017,-0.87,0.017017,0.887017,466,342,461,337,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tyler Kolek,1642278,1610612752,UNKNOWN,unavailable,creator,0.4733,finisher,-2.2729,-0.4701,0.8548,0,5.835417,-2.743229,1177,-1.488615,-1.254615,38.714286,-0.834002,-0.381431,-0.89,-0.381431,0.508569,467,418,352,398,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bismack Biyombo,202687,1610612759,UNKNOWN,unavailable,finisher,0.7495,creator,-1.2326,-0.0733,0.9156,0,5.835417,-0.427736,2171,-1.488615,1.060879,38.714286,-0.239864,0.594914,-0.89,0.594914,1.484914,468,267,290,256,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Mason Plumlee,203486,1610612756,UNKNOWN,unavailable,finisher,0.6851,creator,-0.5133,-0.6357,0.9632,0,5.835417,-3.709574,5231,-1.488615,-2.22096,38.714286,-5.012306,-3.000918,-0.9,-3.000918,-2.100918,469,457,494,498,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jalen Pickett,1629618,1610612743,UNKNOWN,unavailable,finisher,0.8999,creator,-1.0279,-0.8285,0.9309,0,5.835417,-4.834643,2695,-1.488615,-3.346028,38.714286,-3.365518,-2.329255,-0.92,-2.329255,-1.409255,470,489,467,481,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jaime Jaquez Jr.,1631170,1610612748,UNKNOWN,unavailable,finisher,0.7342,creator,-0.5346,-0.2603,0.9642,0,5.835417,-1.518959,5390,-1.488615,-0.030344,38.714286,-2.114772,-0.042247,-0.96,-0.042247,0.917753,471,345,427,352,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Damion Baugh,1641878,1610612766,UNKNOWN,unavailable,finisher,0.6374,creator,-1.9103,-0.168,0.8844,0,5.835417,-0.98035,1530,-1.488615,0.508265,38.714286,-0.387437,0.200868,-0.97,0.200868,1.170868,472,305,302,289,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
James Harden,201935,1610612746,UNKNOWN,unavailable,finisher,0.5913,creator,-0.2599,-0.9829,0.9829,0,5.835417,-5.735631,11469,-1.488615,-4.247016,38.714286,-16.991648,-12.581668,-0.99,-12.581668,-11.591668,473,507,552,549,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jalen Hood-Schifino,1641720,1610612747,UNKNOWN,unavailable,finisher,0.6201,creator,-2.452,0.0862,0.8618,0,5.835417,0.503013,1247,-1.488615,1.991628,38.714286,0.162022,0.64151,-1.02,0.64151,1.66151,474,198,204,254,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Paul George,202331,1610612755,UNKNOWN,unavailable,finisher,0.7541,creator,-0.5671,-0.5593,0.9643,0,5.835417,-3.263749,5404,-1.488615,-1.775134,38.714286,-4.555759,-2.477851,-1.02,-2.477851,-1.457851,475,440,489,482,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Alperen Sengun,1630578,1610612745,UNKNOWN,unavailable,finisher,0.7296,creator,-0.3228,-0.2351,0.9796,0,5.835417,-1.371906,9596,-1.488615,0.116708,38.714286,-3.400506,0.289282,-1.03,0.289282,1.319282,476,332,470,281,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Trey Lyles,1626168,1610612758,UNKNOWN,unavailable,finisher,0.7452,creator,-0.5694,-0.4631,0.9648,0,5.835417,-2.702381,5483,-1.488615,-1.213767,38.714286,-3.82731,-1.719025,-1.04,-1.719025,-0.679025,477,415,480,469,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
LeBron James,2544,1610612747,UNKNOWN,unavailable,finisher,0.8415,creator,-0.3127,-0.5981,0.9805,0,5.835417,-3.490163,10062,-1.488615,-2.001548,38.714286,-9.071074,-5.202104,-1.05,-5.202104,-4.152104,478,448,532,519,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
T.J. McConnell,204456,1610612754,UNKNOWN,unavailable,finisher,0.8376,creator,-0.5354,-0.4062,0.9672,0,5.835417,-2.370346,5905,-1.488615,-0.881731,38.714286,-3.615434,-1.344884,-1.05,-1.344884,-0.294884,479,403,474,455,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Svi Mykhailiuk,1629004,1610612762,UNKNOWN,unavailable,finisher,0.8244,creator,-1.0071,-0.7145,0.9401,0,5.835417,-4.169405,3140,-1.488615,-2.68079,38.714286,-3.38168,-2.174309,-1.05,-2.174309,-1.124309,480,472,469,477,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Adam Flagler,1641745,1610612760,UNKNOWN,unavailable,defender,0.7995,creator,-3.9412,-1.2425,0.8016,0,5.835417,-7.250505,808,-1.488615,-5.76189,38.714286,-1.513242,-1.202555,-1.06,-1.202555,-0.142555,481,530,396,448,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Precious Achiuwa,1630173,1610612752,UNKNOWN,unavailable,finisher,0.813,creator,-0.6554,-0.3747,0.9607,0,5.835417,-2.186531,4884,-1.488615,-0.697916,38.714286,-2.758417,-0.880456,-1.07,-0.880456,0.189544,482,398,446,433,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jericho Sims,1630579,1610612752,UNKNOWN,unavailable,finisher,0.8884,creator,-1.2916,-0.8612,0.926,0,5.835417,-5.025461,2502,-1.488615,-3.536846,38.714286,-3.24782,-2.285768,-1.08,-2.285768,-1.205768,483,493,463,479,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
RJ Barrett,1629628,1610612761,UNKNOWN,unavailable,finisher,0.7129,creator,-0.4224,-0.2632,0.9748,0,5.835417,-1.535882,7729,-1.488615,-0.047267,38.714286,-3.066266,-0.094365,-1.09,-0.094365,0.995635,484,348,459,363,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Reed Sheppard,1642263,1610612745,UNKNOWN,unavailable,finisher,0.733,creator,-1.1665,-1.5128,0.9338,0,5.835417,-8.827818,2822,-1.488615,-7.339203,38.714286,-6.434861,-5.349765,-1.1,-5.349765,-4.249765,485,545,513,520,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tristan da Silva,1641783,1610612753,UNKNOWN,unavailable,finisher,0.8314,creator,-0.5164,-0.3104,0.9701,0,5.835417,-1.811313,6500,-1.488615,-0.322699,38.714286,-3.041135,-0.5418,-1.12,-0.5418,0.5782,486,367,457,413,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jaylon Tyson,1642281,1610612739,UNKNOWN,unavailable,finisher,0.7962,creator,-1.8303,-0.7033,0.9017,0,5.835417,-4.104049,1834,-1.488615,-2.615434,38.714286,-1.944198,-1.239001,-1.12,-1.239001,-0.119001,487,469,417,451,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Alex Len,203458,1610612758,UNKNOWN,unavailable,finisher,0.4945,creator,-2.2365,-0.6976,0.883,0,5.835417,-4.070787,1510,-1.488615,-2.582172,38.714286,-1.587757,-1.007142,-1.13,-1.007142,0.122858,488,465,400,440,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jeremiah Robinson-Earl,1630526,1610612740,UNKNOWN,unavailable,finisher,0.7549,creator,-0.6701,-0.2406,0.9625,0,5.835417,-1.404001,5128,-1.488615,0.084614,38.714286,-1.859706,0.112077,-1.15,0.112077,1.262077,489,334,409,309,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Cole Anthony,1630175,1610612753,UNKNOWN,unavailable,finisher,0.7458,creator,-0.7029,-0.7593,0.9612,0,5.835417,-4.430832,4952,-1.488615,-2.942217,38.714286,-5.667541,-3.763432,-1.16,-3.763432,-2.603432,490,478,504,505,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jett Howard,1641724,1610612753,UNKNOWN,unavailable,finisher,0.7547,creator,-1.2025,-0.0655,0.9357,0,5.835417,-0.38222,2912,-1.488615,1.106395,38.714286,-0.287497,0.832205,-1.17,0.832205,2.002205,491,263,292,244,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Micah Potter,1630695,1610612762,UNKNOWN,unavailable,finisher,0.7889,creator,-1.2153,-0.4868,0.9362,0,5.835417,-2.840681,2933,-1.488615,-1.352066,38.714286,-2.152104,-1.024327,-1.19,-1.024327,0.165673,492,421,430,442,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Daniel Theis,1628464,1610612740,UNKNOWN,unavailable,finisher,0.7106,creator,-1.4079,-0.7652,0.9287,0,5.835417,-4.465261,2604,-1.488615,-2.976646,38.714286,-3.003423,-2.002151,-1.22,-2.002151,-0.782151,493,479,456,475,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Xavier Tillman,1630214,1610612738,UNKNOWN,unavailable,creator,0.5801,defender,-3.9823,-1.5625,0.8224,0,5.835417,-9.117838,926,-1.488615,-7.629224,38.714286,-2.180879,-1.82482,-1.23,-1.82482,-0.59482,494,548,433,473,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Dalano Banton,1630625,1610612757,UNKNOWN,unavailable,finisher,0.6853,creator,-0.8123,0.0479,0.9584,0,5.835417,0.279516,4609,-1.488615,1.768131,38.714286,0.332769,2.10499,-1.25,2.10499,3.35499,495,216,192,171,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kris Murray,1631200,1610612757,UNKNOWN,unavailable,finisher,0.585,creator,-0.8841,-0.5261,0.9565,0,5.835417,-3.070013,4396,-1.488615,-1.581398,38.714286,-3.485994,-1.795674,-1.3,-1.795674,-0.495674,496,430,472,472,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Vince Williams Jr.,1631246,1610612763,UNKNOWN,unavailable,finisher,0.7623,creator,-1.8095,-1.7474,0.9149,0,5.835417,-10.196807,2150,-1.488615,-8.708192,38.714286,-5.662802,-4.836099,-1.3,-4.836099,-3.536099,497,551,503,514,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jordan Walsh,1641775,1610612738,UNKNOWN,unavailable,finisher,0.6952,creator,-2.5139,-0.7795,0.8858,0,5.835417,-4.548707,1552,-1.488615,-3.060092,38.714286,-1.823511,-1.226747,-1.3,-1.226747,0.073253,498,483,407,449,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Nick Richards,1630208,1610612766,UNKNOWN,unavailable,finisher,0.7968,creator,-0.7643,-0.1733,0.9629,0,5.835417,-1.011278,5185,-1.488615,0.477337,38.714286,-1.354403,0.639297,-1.32,0.639297,1.959297,499,306,386,255,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Anthony Black,1641710,1610612753,UNKNOWN,unavailable,finisher,0.5639,creator,-0.5277,-0.5164,0.9743,0,5.835417,-3.013409,7568,-1.488615,-1.524794,38.714286,-5.890714,-2.98072,-1.33,-2.98072,-1.65072,500,426,505,497,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bobby Portis,1626171,1610612749,UNKNOWN,unavailable,finisher,0.8454,creator,-0.7896,-1.0106,0.9625,0,5.835417,-5.897272,5132,-1.488615,-4.408657,38.714286,-7.817476,-5.844155,-1.35,-5.844155,-4.494155,501,511,521,526,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
AJ Johnson,1642358,1610612749,UNKNOWN,unavailable,finisher,0.6844,creator,-1.5694,-0.2786,0.9288,0,5.835417,-1.625747,2608,-1.488615,-0.137132,38.714286,-1.09519,-0.09238,-1.36,-0.09238,1.26762,502,352,367,362,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jonathan Mogbo,1642367,1610612761,UNKNOWN,unavailable,finisher,0.6202,creator,-0.7765,-0.4144,0.9637,0,5.835417,-2.418197,5312,-1.488615,-0.929582,38.714286,-3.318016,-1.275482,-1.38,-1.275482,0.104518,503,405,465,452,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tristan Thompson,202684,1610612739,UNKNOWN,unavailable,creator,0.9309,connector,-3.1646,-2.0406,0.8683,0,5.835417,-11.907751,1319,-1.488615,-10.419136,38.714286,-4.056984,-3.549811,-1.39,-3.549811,-2.159811,504,554,484,502,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kyshawn George,1642273,1610612764,UNKNOWN,unavailable,finisher,0.6895,creator,-0.5657,-0.7791,0.9738,0,5.835417,-4.546373,7444,-1.488615,-3.057758,38.714286,-8.741786,-5.879471,-1.4,-5.879471,-4.479471,505,482,528,527,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kevin Porter Jr.,1629645,1610612746,UNKNOWN,unavailable,finisher,0.5666,creator,-0.7003,-1.5587,0.9681,0,5.835417,-9.095664,6073,-1.488615,-7.607049,38.714286,-14.268109,-11.932962,-1.42,-11.932962,-10.512962,506,547,550,548,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
